Date_class,retweet_count,favorite_count,followers_count,predict_class_label
0,365,1022,43,4
4,18,30,0.136,4
0,45,353,6.82,4
1,265,2231,6.82,4
4,3567,5262,43,4
3,42,0,0.435,1
3,20,65,0.136,4
4,15,0,1.43,4
0,178,228,43,2
3,635,2588,1.43,1
3,42,341,6.82,2
3,846,808,43,2
0,1914,3631,43,4
1,0,3,1.43,2
1,10,0,1.43,2
2,234,520,43,2
3,382,1204,43,2
2,3,0,1.43,1
0,4,69,6.82,2
0,3141,6225,43,3
3,0,0,1.43,4
0,177,0,0.136,4
4,56284,0,0.0364,1
1,533,751,43,2
3,4,57,1.43,2
2,1444,4506,43,2
4,501,1096,43,2
3,19,0,0.136,3
2,8,20,0.136,3
2,0,1,1.43,4
2,8,31,0.435,3
4,3,0,0.0364,4
4,2,6,0.136,2
3,3,34,0.136,4
3,61,0,0.435,2
4,4,18,0.136,4
1,663,3029,6.82,1
1,133,468,1.43,3
0,10,0,1.43,2
1,159,0,0.435,2
4,2245,0,43,3
2,1773,0,0.435,3
4,19,40,0.136,2
2,1,2,1.43,2
4,45,80,0.136,4
4,102,395,43,4
2,33,63,0.435,1
3,18,0,0.0364,4
3,3,18,0.136,4
3,0,0,1.43,2
3,332,0,0.435,3
0,11,0,0.435,1
3,207,0,0.435,1
4,1,70,0.0364,2
4,3,0,0.136,2
4,11,30,0.136,4
3,190,0,0.435,1
3,1937,14093,43,2
3,198,263,43,4
2,161,0,0.435,2
0,8097,9517,43,4
3,40,285,6.82,2
0,162,0,6.82,2
0,53,313,6.82,1
2,0,0,1.43,4
2,147,770,6.82,4
0,5,0,0.136,3
2,438,0,0.435,1
2,77,223,1.43,3
0,96,0,6.82,1
3,0,2,1.43,4
2,211,303,0.435,2
4,38,0,0.0364,1
1,1,0,1.43,2
0,338,0,0.435,1
0,181,694,43,2
0,787,0,0.435,2
4,16,55,0.136,1
2,1857,6201,43,2
3,0,1,0.136,2
0,2474,0,6.82,4
1,196,271,43,4
0,0,1,0.136,2
4,2,10,0.136,4
1,4,0,1.43,2
1,22,0,6.82,1
2,2,0,1.43,2
3,111,0,0.0364,2
0,0,11,0.0364,4
0,9,0,1.43,4
0,0,0,0.0364,4
3,861,0,6.82,4
0,23,93,1.43,4
1,79,0,1.43,2
3,611,0,0.435,2
3,8,24,0.136,3
0,64,437,6.82,1
3,29,0,0.435,3
4,3872,36632,43,1
3,159,0,1.43,4
3,120,0,0.435,4
1,3777,0,0.435,3
4,1,13,0.136,2
2,0,0,1.43,2
0,2,25,0.435,1
0,7130,12433,43,2
3,11,0,1.43,3
3,9,0,0.0364,4
1,42,0,0.435,1
3,55,0,0.435,4
3,206,1166,43,2
4,38,70,0.136,4
3,21,0,0.136,4
4,0,1,0.0364,4
1,14,0,0.435,4
3,63,461,6.82,4
0,29,200,6.82,1
0,8,0,1.43,4
0,92,0,43,4
4,0,0,0.136,2
0,489,0,0.435,4
2,35,0,0.435,2
2,536,0,0.435,1
2,1477,0,0.435,4
2,6,0,1.43,3
0,37,0,1.43,2
2,263,1154,43,2
3,80,732,6.82,4
2,99,781,6.82,4
3,1213,8489,43,2
0,5,0,0.0364,2
0,9,24,0.136,4
0,0,3,1.43,4
0,2606,835,43,2
2,58,206,6.82,2
0,392,1325,43,2
3,32,0,6.82,3
0,1424,9654,43,2
4,6,7,0.136,4
0,9,43,1.43,4
2,18,0,0.435,4
2,0,0,1.43,3
3,0,0,0.136,3
1,3441,0,0.435,4
3,15,26,0.136,3
4,0,1,0.136,2
3,494,0,0.435,3
3,45,285,6.82,2
0,2,0,0.0364,2
2,41,0,0.435,4
2,61,500,6.82,2
4,1,9,0.0364,4
3,63,0,0.435,3
3,2653,0,0.435,1
4,616,1560,43,2
0,114,780,6.82,4
3,4,0,0.435,3
1,21,83,1.43,4
3,10,9,0.136,4
3,1,7,0.136,4
4,1,0,0.0364,4
1,2,10,1.43,3
3,133,317,0.435,1
2,1946,0,0.435,4
4,2,0,0.0364,2
4,12,15,0.136,2
2,21,0,0.435,1
2,16,51,1.43,4
1,32,0,6.82,2
3,2,26,1.43,4
1,12071,0,0.435,1
0,19,0,0.0364,4
0,76,356,1.43,3
1,375,0,0.435,4
3,0,1,0.0364,4
3,367,0,0.435,2
4,5,7,0.136,3
3,309,2044,43,2
2,7,12,0.136,1
0,1,0,1.43,2
3,0,0,0.0364,2
0,14,23,0.136,2
4,3,20,0.136,4
0,565,954,43,3
3,1,0,1.43,1
3,669,0,0.435,4
2,92,1302,6.82,4
1,340,3513,6.82,1
3,20,202,6.82,4
3,32,80,1.43,4
3,1837,0,0.0364,1
3,0,2,0.0364,2
0,4,0,0.0364,3
3,0,1,0.0364,4
2,1208,0,0.435,3
3,21,60,1.43,4
3,79,0,0.435,2
0,0,0,1.43,3
2,71,0,0.435,3
1,214,0,0.435,2
1,15,0,0.435,4
3,0,2,0.0364,2
1,7,67,1.43,2
0,20,61,0.136,4
4,0,1,0.0364,4
1,5,17,1.43,1
0,30,0,6.82,4
4,16,0,0.136,4
3,4512,0,0.435,4
2,38,263,6.82,2
2,0,2,0.0364,2
4,2,16,0.0364,4
3,20260,20019,43,1
0,21298,0,0.0364,1
1,35,345,6.82,4
4,7106,0,0.0364,4
2,0,0,0.0364,2
0,0,1,0.0364,2
0,38,0,6.82,3
2,1465,0,0.435,1
0,24,0,1.43,1
4,4492,8319,43,2
3,24,0,1.43,3
0,46,0,0.0364,3
0,3185,0,0.0364,4
3,0,0,0.0364,2
3,27475,0,0.0364,1
2,4,0,1.43,4
1,161,1115,6.82,2
2,20,77,1.43,4
3,97,0,0.0364,4
3,16,0,6.82,3
3,458,888,43,2
2,47,0,0.435,1
2,2718,0,6.82,3
3,44,267,6.82,1
4,525,965,43,2
3,12,0,0.0364,4
2,1,5,1.43,2
0,70,365,6.82,2
3,10,37,0.136,1
4,4,0,0.0364,2
4,0,0,0.0364,4
2,276,1061,6.82,4
4,3,15,0.136,4
3,7704,4759,43,2
0,75,0,0.435,2
0,8,52,0.136,2
1,20,0,6.82,1
3,193,1317,6.82,4
2,16,116,6.82,2
0,0,3,0.0364,4
3,4,0,0.136,2
0,0,0,0.136,2
0,0,3,1.43,4
0,0,1,0.0364,1
1,734,1917,0.435,1
3,44530,0,0.435,4
3,40774,0,0.0364,2
0,300,305,43,4
3,6427,42388,43,2
3,226,1051,43,2
2,873,0,0.435,3
0,86627,0,0.0364,3
4,2778,4247,43,2
1,1636,8593,6.82,2
0,102,0,1.43,2
0,3,6,0.136,4
0,2744,11588,43,4
0,0,4,0.136,2
3,99,0,0.435,1
4,1,0,0.136,2
3,3,0,1.43,1
2,26,0,0.435,2
3,3,19,1.43,4
3,1,3,0.136,2
3,32,0,0.435,3
0,2122,0,0.435,1
3,4,11,0.136,2
3,289,1485,6.82,4
2,567,0,0.435,1
0,270,3153,6.82,4
2,12,0,0.435,3
0,1125,7101,6.82,4
3,0,1,1.43,4
0,13,0,1.43,1
0,0,2,0.136,4
4,4939,31145,43,4
0,30,0,1.43,4
1,10,0,1.43,3
0,131,0,43,2
1,50,389,6.82,2
3,24,91,1.43,4
3,56,0,0.435,3
0,0,1,0.0364,2
3,66,403,6.82,3
1,81,469,6.82,4
3,966,0,0.435,4
4,1,1,0.136,4
1,943,3432,6.82,1
3,1,0,0.0364,4
3,3084,17795,43,2
4,28,0,0.136,2
0,1,2,0.136,4
0,254,0,0.435,2
2,0,3,1.43,2
3,11,0,0.435,3
0,87,0,6.82,1
4,0,0,0.0364,4
3,20,0,6.82,2
3,4,0,0.435,2
4,0,1,0.136,4
3,0,6,1.43,2
3,8,0,0.0364,4
1,226,1549,6.82,4
3,1,0,1.43,2
4,0,0,0.0364,2
4,0,14,1.43,2
3,0,1,0.136,2
1,31,0,0.0364,4
3,143,0,0.435,4
2,6,87,1.43,1
2,7,0,1.43,1
0,728,0,0.0364,2
4,161,0,43,3
0,22,92,43,2
0,555,2285,6.82,1
2,0,1,1.43,4
0,0,0,1.43,4
3,41,0,0.435,3
0,258,0,0.435,1
3,6,0,0.435,2
0,680,5101,6.82,4
0,0,1,0.136,4
4,2,13,1.43,2
4,20,20,0.136,4
3,102,309,0.435,3
0,6989,5575,43,2
1,20,0,6.82,4
2,113,0,0.435,4
3,1,0,0.0364,2
3,34,208,6.82,2
0,0,4,1.43,4
2,711,3970,6.82,4
3,759,457,43,2
4,10,32,0.136,4
3,29,0,0.435,3
0,0,2,0.0364,3
3,0,0,0.0364,4
4,1,0,0.0364,4
0,42772,57972,43,1
0,748,0,43,2
1,551,1028,43,2
4,989,4501,43,2
4,526,2798,43,2
1,128,0,0.435,1
3,1,0,0.136,2
3,62,510,6.82,2
1,6,47,1.43,1
0,3,0,0.136,4
0,50,412,6.82,2
3,22,0,0.136,1
1,79,0,0.435,4
1,81,685,6.82,1
0,2,18,1.43,4
3,0,0,0.0364,4
2,438,4955,6.82,4
4,4,20,0.136,4
0,48094,220414,43,2
4,1,3,0.0364,2
0,0,1,1.43,4
0,6800,0,0.0364,1
1,751,0,1.43,3
4,320,1852,43,2
2,12,44,0.136,1
0,2173,0,0.0364,4
3,18,0,0.136,4
1,4,0,0.435,1
2,28,100,1.43,3
3,27,158,0.136,4
0,25,0,6.82,2
2,2204,6065,6.82,4
0,378,3262,6.82,4
4,484,401,43,4
2,7,0,1.43,4
3,8941,29472,43,4
2,501,0,0.435,1
3,0,1,0.0364,4
0,2479,1546,43,2
1,11,0,6.82,2
3,3,0,0.0364,4
3,1505,0,6.82,2
0,3,11,0.136,3
2,9,0,1.43,4
0,462,358,43,2
1,2,0,1.43,2
3,15,0,0.435,3
2,121,392,1.43,1
0,1751,6487,43,2
3,443,1329,43,2
4,3151,1818,43,4
3,5,0,0.136,2
0,287,0,0.435,2
4,15,0,0.0364,4
2,1848,0,0.435,1
4,5,0,0.136,2
3,35,309,6.82,3
0,493,0,0.435,4
0,41,197,0.136,2
2,40,190,6.82,3
3,40,92,1.43,4
1,25,154,1.43,1
3,0,0,0.136,4
0,4,10,0.136,1
1,31,0,6.82,4
3,3,0,0.0364,4
1,7,0,1.43,4
2,190,0,0.435,4
3,0,4,0.136,2
0,34,0,1.43,4
2,94,0,0.435,2
0,139,332,0.435,3
0,227,742,43,2
3,786,505,43,2
2,68,0,6.82,1
0,0,0,0.136,3
3,26,243,1.43,3
1,29,0,1.43,3
1,20,0,6.82,2
3,57,0,0.435,2
1,565,3568,6.82,4
1,448,0,1.43,4
3,2,14,0.136,4
3,180,0,0.435,4
3,16,0,0.435,4
3,21,0,0.435,4
0,15,185,1.43,4
3,22,173,6.82,4
0,110,495,6.82,2
2,1127,0,0.435,2
1,8,0,0.435,4
4,271,729,43,2
3,30,0,6.82,4
4,14,10,0.136,3
2,157,907,6.82,4
2,23,262,6.82,1
3,840,0,0.435,4
3,14,0,0.136,1
3,5,0,1.43,4
4,1,3,0.0364,3
2,182,930,1.43,1
2,53,0,6.82,2
3,222,0,1.43,4
2,217,468,43,2
0,2,0,1.43,4
0,1713,0,0.435,4
1,30,0,0.435,3
1,282,0,0.435,1
3,36716,61916,6.82,2
1,311,2091,6.82,2
0,64,0,6.82,4
3,24,0,6.82,3
3,3,18,0.136,3
3,0,0,0.0364,2
0,159,155,43,4
3,104,290,43,2
3,190,0,0.435,1
3,6569,2739,43,2
2,73,0,0.435,1
3,1934,0,6.82,4
0,29,0,6.82,2
0,17,29,0.136,2
2,970,0,0.435,2
4,11603,46349,43,2
3,115,0,0.435,1
1,40,0,6.82,1
0,172,0,0.435,2
2,37,274,6.82,3
3,0,25,0.0364,4
0,22,0,0.0364,4
3,5575,4505,43,4
3,106,0,43,2
1,1694,0,0.435,2
0,17,0,1.43,4
0,8,0,0.0364,2
0,0,2,0.0364,2
3,3,8,0.136,2
3,581,3674,6.82,4
3,33,0,0.136,4
3,0,3,0.136,4
4,142,0,43,1
3,132,0,0.136,4
0,1459,911,43,2
3,37,0,0.435,4
3,7,9,0.136,4
4,88,0,0.0364,4
3,9,0,0.136,1
2,87,0,6.82,4
3,536,474,43,4
4,5,7,0.136,3
3,3,6,0.136,3
2,1850,0,0.435,4
1,2,0,1.43,1
2,53,275,6.82,4
0,3,0,0.136,2
4,0,3,0.0364,4
2,22,160,6.82,4
2,321,0,0.435,1
2,15,48,1.43,4
3,42,0,6.82,3
0,19,26,0.136,4
4,0,1,0.0364,4
3,0,2,0.0364,4
3,2289,0,6.82,4
2,155,0,1.43,3
3,4,10,0.0364,4
1,6,0,1.43,2
2,0,1,6.82,4
1,67,536,6.82,4
3,0,0,0.0364,2
4,21,53,0.136,2
3,48,133,43,2
2,0,12,1.43,4
0,30,0,1.43,2
2,668,4577,6.82,4
1,11,62,1.43,1
3,84,0,0.435,4
0,23,85,0.435,1
0,34,0,6.82,4
0,12142,0,0.0364,2
0,0,0,0.0364,2
3,1,4,0.0364,4
2,0,0,0.0364,4
0,883,2620,43,2
4,2,17,0.136,4
1,144,348,0.435,2
0,532,293,43,2
0,53,125,0.435,3
0,1962,1061,43,2
3,65,0,1.43,2
0,34,0,0.435,3
1,42,0,0.435,4
4,9,46,0.136,3
3,5356,10207,43,4
1,21,0,6.82,2
3,677,5400,43,4
3,5,0,0.0364,1
0,34,324,6.82,4
0,0,1,0.0364,4
3,1160,2726,43,2
2,2801,15761,43,2
1,37,0,1.43,1
3,127,1839,6.82,2
0,0,2,0.136,4
0,3952,1273,43,1
3,0,1,0.136,2
2,14,0,1.43,2
2,1,0,1.43,4
2,47,271,6.82,4
0,2,19,0.136,3
3,171,1227,6.82,2
4,16,38,0.136,3
0,63,0,0.0364,4
3,2715,8314,6.82,4
0,8,0,0.0364,4
3,16,87,6.82,2
0,92,0,6.82,3
0,287,949,43,2
1,60,172,0.435,4
3,5,22,0.136,1
1,8,0,1.43,4
1,3,0,1.43,3
2,1,7,1.43,4
0,709,1877,43,2
3,344,954,43,2
3,4230,28057,43,2
2,1,0,0.435,4
0,32,0,43,4
1,5463,0,0.435,3
0,1201,0,0.435,3
0,10,14,0.136,3
2,58,0,0.435,1
2,67,0,0.435,3
1,127,729,6.82,2
2,0,1,1.43,2
0,50,0,0.435,3
1,24,0,0.435,3
4,3210,30878,43,2
4,2,10,0.0364,4
0,1483,5631,43,4
1,1617,3146,43,4
4,1070,1484,43,2
1,266,2257,6.82,4
4,5,14,0.136,4
0,7,0,0.136,4
4,25,68,0.136,4
4,13,8,0.136,3
0,3,0,0.136,4
3,170,0,0.0364,2
3,3,0,0.0364,4
3,0,4,1.43,2
0,196,632,43,2
4,2,2,0.136,4
1,1,0,1.43,3
1,6,36,1.43,4
3,1131,0,43,2
1,4284,0,0.435,4
2,1,0,0.0364,2
0,12,49,0.136,3
3,1,0,1.43,2
1,48,0,0.435,2
3,2,11,0.136,2
0,604,0,0.435,4
4,0,2,0.0364,4
4,6,0,0.0364,4
3,2501,4749,0.435,2
0,350,8877,43,4
0,1457,0,0.435,2
0,102,0,43,2
3,0,0,0.136,4
0,238,3733,6.82,2
3,46,341,6.82,2
2,982,3566,6.82,2
3,78,283,1.43,4
3,30658,0,0.0364,4
4,149,3156,43,2
2,34,0,0.435,4
3,19553,49050,43,2
3,299,0,0.435,1
0,13,33,0.136,2
2,6,54,1.43,4
4,2,6,0.136,3
4,2,0,0.0364,3
1,257,0,0.435,4
3,6,21,0.136,2
2,492,2196,43,2
4,11,20,0.136,4
0,32,105,1.43,2
2,260,0,0.435,3
3,1,0,1.43,2
2,16,0,1.43,4
0,119,0,0.435,2
3,20,212,6.82,4
0,0,0,0.0364,4
3,2,5,0.136,1
4,3,20,0.0364,2
2,3,0,1.43,3
4,0,0,0.0364,4
3,555,0,6.82,2
2,0,0,1.43,4
3,5,0,0.0364,4
1,255,0,6.82,2
4,9,0,1.43,4
3,2,0,0.0364,2
3,36,219,6.82,3
3,0,0,0.136,3
3,9908,0,0.0364,4
3,1,0,0.0364,4
4,238,0,43,2
0,573,0,0.435,1
0,9880,65454,43,4
2,10941,0,0.435,4
3,3130,20619,43,2
2,34,148,1.43,4
3,7,12,0.136,2
4,1,0,0.0364,4
0,20,129,6.82,2
3,18,33,0.136,4
2,71,294,1.43,4
3,13,46,0.136,4
2,18,0,6.82,3
4,1077,567,43,2
3,0,2,0.0364,4
0,20,0,6.82,2
2,7,80,6.82,2
0,23,0,0.0364,4
0,0,0,1.43,1
0,7,21,0.136,4
4,4,17,0.136,2
0,376,0,0.435,4
3,10,0,0.136,3
0,23,319,1.43,2
0,14,157,6.82,4
0,34,112,0.136,1
2,12,22,1.43,2
0,64,437,6.82,1
0,9571,38582,43,2
3,213,0,0.0364,4
3,49,0,0.435,2
4,101,388,6.82,2
4,81,0,0.0364,4
0,1,0,0.0364,1
0,964,484,43,2
3,81,0,0.435,1
2,1958,7293,6.82,1
4,157,268,43,2
3,1,3,0.136,4
0,55,0,0.0364,4
1,6,0,1.43,1
2,36,0,6.82,2
1,50,131,0.435,2
3,149,609,43,2
0,28,0,1.43,4
0,206,1564,6.82,4
1,22,0,6.82,1
0,33,0,6.82,2
2,1450,0,0.435,1
3,107,0,0.435,2
0,19,0,6.82,4
0,17,191,1.43,3
1,40,476,6.82,4
0,7,0,0.0364,2
4,1,1,0.136,4
2,4,44,1.43,4
1,45,258,6.82,3
0,0,1,1.43,1
1,3,9,1.43,4
3,5150,0,0.0364,4
3,5,0,1.43,3
1,0,0,1.43,2
0,4,45,1.43,3
0,15,45,0.136,2
0,89,208,0.435,3
3,91,405,0.0364,4
3,17,41,0.136,3
2,3413,0,0.435,2
2,3,0,1.43,4
3,253,0,0.0364,4
4,1,14,0.136,3
3,929,0,1.43,4
0,0,2,0.0364,4
0,1218,12834,43,2
1,25,0,0.435,4
3,38,0,0.0364,4
2,781,0,0.0364,1
0,1,18,0.0364,4
2,22,0,1.43,4
3,10,0,0.136,3
2,41,0,0.136,1
3,3608,9854,43,1
0,0,0,0.0364,4
3,5,28,0.136,2
0,8,0,1.43,4
2,260,681,1.43,2
4,213,0,43,2
2,2,25,1.43,2
4,0,5,0.136,3
4,238,0,43,2
3,107,680,6.82,4
1,22,122,6.82,4
0,21,0,0.136,4
1,133,0,0.435,1
3,13,0,0.136,2
3,36,0,0.136,1
0,1,0,0.0364,3
3,74,527,6.82,3
1,3292,0,0.435,2
2,25,0,1.43,1
3,104,0,1.43,1
3,723,639,43,1
4,1,0,0.0364,4
0,4,13,0.136,1
3,911,0,43,1
4,7,59,0.136,1
0,111,329,43,1
3,6,14,0.136,4
0,4,0,0.136,4
3,36,353,6.82,4
3,0,2,0.0364,4
1,290,0,0.435,1
3,12,63,0.136,2
1,124,833,6.82,4
4,1,7,0.136,2
3,1,0,0.0364,4
3,3172,24226,43,4
1,81,475,6.82,4
3,30,0,1.43,3
3,12,11,0.136,3
0,0,0,0.136,4
3,96,601,6.82,4
2,7,0,1.43,2
3,128,0,0.136,4
3,13,0,0.136,4
0,2122,0,0.435,1
2,26,0,0.435,1
3,1,3,0.136,2
4,189,717,43,2
3,929,0,1.43,4
3,3,15,0.136,1
3,103,0,43,2
3,17,133,6.82,4
4,4,0,0.136,4
0,0,14,0.0364,4
3,84,0,0.435,4
1,41,0,0.435,1
2,51,844,6.82,2
4,0,2,0.0364,2
3,0,1,0.0364,2
2,1220,0,0.435,2
4,3,6,0.0364,4
3,36,0,0.0364,4
1,229,2609,6.82,2
0,124,0,0.0364,4
0,1,0,0.0364,4
4,6,14,0.136,1
0,7,64,0.136,2
0,2,0,1.43,4
0,11,0,0.0364,2
0,0,1,0.0364,3
4,2,14,0.0364,1
4,1,2,0.0364,2
1,27,95,1.43,1
4,10,18,0.136,2
1,88,424,6.82,3
2,13,0,0.435,2
0,7698,41848,43,2
2,108,0,6.82,4
2,20,67,1.43,3
0,4,32,1.43,1
2,173,222,43,2
1,51,312,6.82,4
0,0,0,0.136,4
2,235,816,6.82,3
3,0,0,0.0364,4
0,0,0,0.0364,4
3,46299,0,0.0364,2
4,0,3,0.136,1
3,275,977,0.435,4
2,1140,4817,6.82,2
0,312,0,6.82,2
4,2049,1476,43,4
3,1,4,0.136,1
3,6570,0,6.82,3
2,13,36,1.43,4
3,591,0,1.43,4
0,0,6,0.435,4
4,63189,0,43,4
3,9,18,0.136,4
0,1694,0,0.435,4
3,31,119,0.136,4
0,115,0,0.0364,2
0,1871,1137,43,2
4,3598,19310,43,2
1,1285,0,0.435,4
3,6,0,0.0364,4
3,2219,0,0.435,2
0,33,0,1.43,2
2,178,0,0.435,2
0,47,314,6.82,2
0,183,0,43,2
1,792,0,1.43,2
3,0,1,0.0364,4
0,0,2,1.43,2
4,1,2,0.0364,4
3,26,0,0.0364,2
2,308,1811,6.82,2
3,296,1701,6.82,1
3,415,0,0.435,4
3,1,4,1.43,4
0,2673,2602,43,2
1,32,0,6.82,3
0,302,749,43,2
3,58,0,0.435,1
4,1,7,0.0364,4
0,160,0,0.435,1
2,18,0,0.435,2
4,7963,43326,43,2
2,36,0,6.82,1
4,9,32,0.136,4
0,2105,5480,1.43,2
0,24,179,6.82,4
3,2757,17872,43,2
0,2,31,0.136,4
3,1,8,0.0364,4
1,227,1625,6.82,2
2,1009,1605,0.435,2
3,67,0,0.435,2
4,0,0,0.136,4
0,41,378,6.82,1
3,164,587,43,4
3,23,0,0.435,1
0,58,0,0.435,2
2,5,10,0.136,4
4,6,22,1.43,2
2,21,47,0.435,2
3,0,1,0.0364,3
3,3,13,0.0364,4
3,39,386,6.82,2
3,354,1315,43,1
3,9,9,0.136,4
2,645,0,0.435,2
0,0,0,1.43,1
0,97,0,0.0364,4
0,2,0,1.43,3
3,0,0,0.136,1
0,0,3,0.136,2
3,48,0,1.43,4
2,906,0,0.435,2
3,0,33,1.43,1
2,0,0,0.0364,4
3,2,6,0.136,3
0,16152,101031,43,2
2,699,0,0.435,4
2,79,0,0.435,3
0,547,0,43,4
0,70,0,0.435,2
0,3448,5241,43,2
3,2,0,1.43,2
3,1,0,0.0364,4
3,24,0,0.136,3
4,23,0,0.0364,2
0,3,0,0.0364,4
1,22,165,6.82,4
3,222,1372,6.82,1
0,0,0,0.0364,4
4,59,107,0.136,3
4,29,32,0.136,3
3,343,2507,6.82,4
2,1850,0,0.435,4
2,112,0,6.82,3
4,334,255,43,2
0,871,0,0.0364,4
3,140,553,0.0364,4
1,8,40,1.43,3
3,0,12,1.43,4
3,6,4,0.136,4
3,0,0,0.136,2
3,7,0,0.435,1
0,0,0,6.82,2
3,5200,16624,6.82,2
2,191,0,0.0364,3
0,1246,4677,6.82,4
3,12,0,0.136,3
0,9,0,0.435,4
1,449,0,0.435,2
0,792,407,43,2
0,54523,0,0.0364,1
0,548,0,0.435,4
3,12,0,0.136,1
0,0,0,0.136,4
3,112,0,0.435,4
2,60,762,6.82,2
1,230,965,6.82,2
0,2105,2791,43,2
2,251,0,1.43,1
1,24,0,6.82,2
2,19,170,6.82,3
0,9,29,0.136,4
3,61,0,0.136,4
3,5,0,0.136,1
3,13,0,0.136,2
0,0,0,1.43,2
2,0,0,0.0364,2
3,260,0,0.435,2
1,0,0,1.43,2
3,0,0,0.0364,3
0,4,14,0.136,4
0,0,1,0.0364,4
3,22,61,1.43,4
4,380,1297,43,2
4,0,0,0.136,2
0,12,71,0.136,4
3,1095,0,0.435,2
0,5,11,0.136,3
0,6,16,0.136,3
0,0,3,0.136,4
0,349,0,0.435,1
3,12,0,6.82,4
2,2,0,0.0364,2
0,0,0,0.0364,2
4,3,12,0.136,3
0,69,0,6.82,1
1,95,0,0.435,1
0,0,1,0.0364,4
1,47,119,1.43,4
3,7,0,0.435,1
4,7,0,0.136,3
3,8,4,0.136,3
3,0,6,0.136,2
0,184,1556,6.82,4
3,0,2,0.0364,4
3,0,1,0.0364,4
0,70,0,0.435,4
0,587,1835,6.82,3
2,0,0,1.43,1
4,2583,2954,43,2
4,31417,111320,43,4
4,9,0,0.136,3
2,227,1768,6.82,2
0,14637,11349,43,2
3,182,1683,6.82,2
2,41,0,1.43,2
4,0,1,0.0364,2
0,9482,2843,43,2
3,53,0,0.136,3
0,659,0,43,2
1,19,131,6.82,4
4,4,4,0.136,4
1,5,37,1.43,1
3,0,1,1.43,4
3,0,1,0.0364,4
0,0,17,0.0364,4
4,5763,2955,43,2
3,8209,44958,43,2
2,95,0,6.82,1
0,31,197,6.82,4
3,0,3,6.82,4
1,27,0,0.435,1
1,349,3299,6.82,4
2,1216,0,0.435,1
3,142,0,0.435,1
3,220,0,0.435,1
2,1,12,0.0364,2
3,101,1888,43,2
0,256,891,43,2
3,922,0,0.435,1
3,605,1855,43,2
3,5,27,0.136,2
3,89,0,0.435,3
3,369,0,1.43,4
1,12835,0,1.43,2
3,5,87,0.136,2
3,20,107,1.43,4
4,32,0,1.43,3
2,835,0,0.435,3
2,277,715,43,2
0,7250,48584,43,4
2,17,146,6.82,4
4,7572,0,43,2
3,1,0,0.0364,2
2,29,96,1.43,4
0,0,2,0.0364,4
4,5,16,0.136,3
4,800,1210,43,2
3,4619,20924,43,4
1,53,0,0.435,2
3,448,11362,43,2
0,101,249,0.435,4
0,21,27,0.136,3
4,6,0,0.136,3
4,75,0,0.0364,4
3,0,0,0.0364,2
4,9,62,0.136,2
3,0,6,0.0364,4
3,83,561,6.82,1
2,362,1852,6.82,3
3,4081,0,0.435,1
4,0,1,0.0364,4
0,959,10680,43,2
2,2272,6359,6.82,2
0,1680,14058,43,4
4,5578,30283,43,2
0,2421,7664,6.82,4
3,214,0,0.435,4
0,4123,23180,43,2
0,12034,31257,43,4
0,0,14,6.82,2
2,25,0,6.82,2
3,137,0,0.435,2
4,0,1,0.0364,4
3,5,0,1.43,4
3,237,640,43,2
1,29,234,6.82,4
3,0,4,0.136,1
0,47,388,6.82,4
3,5,73,1.43,4
3,1,0,0.0364,4
2,94,831,6.82,1
2,629,6661,6.82,2
0,0,3,6.82,4
0,6,0,1.43,3
0,0,0,0.0364,2
3,9,11,0.136,4
3,164,0,6.82,4
0,19,77,0.136,4
3,0,1,0.136,4
1,4,0,0.0364,2
0,266,989,43,2
4,186,0,43,2
2,95,0,0.435,4
0,8807,0,6.82,4
3,0,0,0.0364,4
2,13,56,1.43,2
0,1174,0,0.435,4
3,216,0,0.435,4
4,1,10,0.0364,4
2,59,0,1.43,3
4,0,1,0.0364,4
3,0,1,0.136,2
2,22,0,0.435,1
0,2,0,0.136,4
2,1277,0,0.435,1
0,3,0,0.435,1
2,23,0,6.82,2
3,92,0,0.435,2
1,95,0,0.435,4
0,6,0,0.0364,2
1,21,102,1.43,3
0,15,45,0.136,2
4,3688,7297,43,2
3,1,0,0.0364,2
3,83,0,0.0364,4
0,38587,0,0.0364,2
3,1989,0,0.435,4
3,1,374,0.0364,4
3,103,0,43,4
4,266,1061,43,4
3,5,0,0.136,4
0,379,0,6.82,4
3,10,27,0.136,2
3,329,843,43,1
0,0,1,0.0364,4
1,1029,6936,6.82,2
2,75,481,6.82,1
3,674,430,43,2
4,2,0,0.0364,4
3,147,0,0.435,1
2,1,15,1.43,4
2,115,0,0.435,3
4,4439,12944,43,2
1,350,1322,6.82,4
3,0,2,0.0364,4
3,301,0,1.43,4
3,538,0,0.435,4
0,2,0,0.136,2
0,40,471,6.82,2
0,14,0,0.0364,4
0,23,37,0.136,4
4,21,0,0.0364,4
0,2,0,0.0364,2
0,243,276,43,2
3,22052,126534,43,2
0,103,0,43,4
1,5,0,1.43,3
3,0,0,1.43,2
3,0,1,0.0364,4
2,11,0,1.43,4
2,83,214,0.435,4
3,4,6,0.136,1
0,122,0,0.435,1
3,193,0,0.435,2
0,291,271,43,2
2,343,3910,6.82,1
3,28,25,0.136,4
0,846,0,0.435,1
2,162,0,0.435,4
3,1,4,1.43,4
2,162,0,0.435,3
2,35,0,6.82,1
1,0,2,1.43,4
1,870,1639,43,2
