Date_class,retweet_count,favorite_count,followers_count,predict_class_label
4,1,0,0.0364,4
1,4,0,1.43,4
4,2272,0,0.0364,2
0,33,0,1.43,4
3,5,0,0.0364,2
3,430,2562,6.82,4
1,41,0,0.435,2
3,948,0,1.43,4
1,81,475,6.82,4
0,2349,4221,43,2
3,11,85,0.136,4
2,0,1,1.43,3
2,7,0,0.435,4
0,11,0,0.0364,2
4,0,3,0.0364,4
3,14716,88169,43,4
1,9,22,1.43,1
1,4915,16626,6.82,1
3,0,4,0.0364,4
0,41,0,6.82,4
3,39,0,6.82,4
2,184,0,0.435,2
0,8,0,0.136,3
2,40,0,0.435,3
3,1947,0,1.43,2
0,33,0,1.43,4
3,209,0,43,2
0,0,0,1.43,3
1,5,0,0.435,2
2,33,220,6.82,4
4,5,0,0.136,4
0,40,287,1.43,2
2,342,2577,6.82,3
4,356,0,43,4
4,2,0,0.136,4
3,112,0,0.0364,4
4,9,23,0.136,3
0,1285,586,43,2
2,50,0,0.0364,1
0,260,0,6.82,2
0,7,0,1.43,2
4,32,0,0.0364,2
3,18,0,0.0364,4
0,2909,7326,43,4
3,13,18,0.136,3
3,915,0,0.435,4
3,4761,11584,43,2
3,0,0,1.43,1
0,6087,2859,43,2
4,677,6127,43,2
1,39,0,1.43,4
3,85,0,0.0364,4
3,167,0,43,4
3,669,0,0.435,4
3,46,341,6.82,2
3,19,96,0.136,2
3,165,0,0.435,1
3,193,0,0.0364,2
3,79,575,6.82,4
0,0,0,0.0364,4
4,366,716,43,4
3,0,1,0.0364,4
4,275,233,43,2
2,2,0,1.43,3
0,4171,0,0.0364,4
0,96,0,43,2
3,381,0,43,2
1,34,136,1.43,4
0,0,0,0.136,2
3,5,0,0.0364,2
3,301,0,0.435,2
3,11,0,0.435,2
1,1040,5475,6.82,4
0,478,0,0.0364,1
3,0,0,0.435,1
4,3,13,0.136,2
1,201,975,6.82,2
0,8,0,1.43,3
4,0,0,0.0364,3
0,19,0,6.82,2
0,0,0,0.0364,4
2,0,0,1.43,2
0,237,1226,6.82,4
2,18,101,6.82,4
2,7,60,1.43,2
0,267,921,43,2
0,0,0,1.43,1
4,31,0,0.136,2
1,144,348,0.435,2
2,3,0,1.43,3
3,54,0,0.435,1
0,3,43,0.136,4
2,3234,14303,6.82,4
0,32,0,0.0364,4
2,19,59,1.43,4
4,139,376,1.43,1
2,32,0,0.435,4
4,4,38,0.136,2
0,304,5046,43,2
0,2,0,1.43,4
4,12,16,0.136,3
3,309,0,43,4
3,1975,4445,6.82,4
4,9,0,0.0364,2
4,0,0,0.136,2
0,0,0,0.0364,4
1,28486,0,0.0364,2
3,0,0,1.43,2
2,264,0,43,2
1,33,322,6.82,2
3,10,0,1.43,4
0,2613,9869,43,2
3,207,266,43,2
3,19,0,0.435,4
0,0,5,6.82,2
3,0,2,0.0364,3
2,0,0,1.43,4
4,0,0,0.0364,4
0,40,60,0.136,4
4,1,0,0.0364,4
3,64,0,0.435,3
0,204,2912,43,2
1,0,5,1.43,4
3,0,0,0.0364,4
4,4,20,0.136,3
3,354,0,0.0364,2
3,13,59,0.136,2
2,13,0,0.435,4
3,401,283,43,2
1,66,0,6.82,3
2,580,0,0.435,3
1,418,0,0.435,1
1,13,0,0.435,4
0,3100,4513,43,2
4,1675,22684,43,2
2,508,0,0.435,1
2,125,319,1.43,4
0,11,31,0.136,3
3,9,0,1.43,4
0,0,5,0.136,4
0,7723,39864,43,4
1,814,0,0.435,2
0,78,669,6.82,3
3,547,0,0.435,3
4,0,6,0.0364,4
3,332,0,0.435,3
3,0,0,0.0364,4
4,170,0,0.0364,4
0,6,22,0.0364,4
3,286,5021,43,2
1,5,9,0.435,4
0,13,13,0.136,3
3,0,0,1.43,2
2,260,962,0.435,4
0,0,1,0.0364,4
3,98,0,0.435,1
3,109,0,1.43,1
0,62,669,6.82,2
0,23,0,6.82,1
2,38,0,0.435,3
3,1087,0,6.82,3
3,379,0,43,4
3,17497,68975,43,2
3,39,46,0.136,4
3,38,361,6.82,3
2,5846,6271,43,2
3,858,0,0.435,1
2,99,236,0.435,4
4,5,21,0.136,1
0,213,194,43,4
3,266,0,0.0364,4
0,8,0,0.0364,2
3,15,0,1.43,4
0,4472,0,0.435,1
4,13,47,0.136,4
4,5,23,0.136,3
1,32,217,6.82,2
3,0,13,0.0364,4
0,0,2,0.0364,4
2,2,0,1.43,3
2,21,51,1.43,4
3,9,20,0.136,3
2,45,151,1.43,4
1,91,0,0.435,2
0,0,2,0.0364,2
0,272,0,0.435,4
3,32,0,6.82,4
3,0,1,0.136,3
2,293,4708,6.82,2
3,320,1895,6.82,4
3,2,11,0.136,4
2,0,1,0.0364,4
2,19,83,1.43,4
1,148,0,0.435,3
3,23,0,0.136,4
3,4,0,1.43,1
0,983,0,43,2
4,11108,6354,43,2
3,304,1180,43,2
0,592,636,43,4
3,35,0,0.435,1
3,2,4,0.0364,4
4,4,27,0.136,4
0,245,0,0.435,3
2,36,0,6.82,3
1,21,0,6.82,4
4,1,0,0.0364,4
0,26,0,0.0364,4
3,225,0,0.435,2
4,9,18,0.136,2
2,126,0,1.43,2
0,0,2,0.0364,4
0,17,0,6.82,4
0,17,24,0.136,3
2,68,0,0.136,3
4,1825,1282,43,2
1,111,108,43,2
3,139,0,0.435,2
3,1058,2781,43,2
2,374,798,0.435,2
3,23,130,0.435,3
4,15,0,1.43,3
3,4,6,0.136,2
2,594,0,0.435,1
3,13,125,0.136,4
2,3775,0,0.435,1
3,5,31,0.136,2
2,64,391,6.82,1
3,0,0,0.0364,4
3,0,2,1.43,3
3,1,16,1.43,4
0,12034,31257,43,4
0,26,0,6.82,3
4,96,1047,6.82,2
1,66,144,1.43,1
4,213,244,43,2
2,83,0,1.43,1
4,350,1173,43,2
0,48,0,0.0364,2
3,6,0,0.0364,2
4,0,0,0.0364,2
0,4,27,0.136,2
4,0,1,0.0364,4
4,4,0,0.136,2
3,0,2,1.43,4
0,254,814,43,4
4,0,1,0.0364,4
3,29,219,6.82,2
0,0,0,0.0364,4
1,56,0,0.435,3
1,5,0,0.0364,4
0,1040,11250,43,1
0,4,0,1.43,2
3,5,32,0.136,2
0,1579,0,1.43,3
4,11,0,0.0364,4
3,994,0,0.435,3
0,162,273,43,2
3,531,771,43,2
0,8,0,0.136,3
0,47,164,0.435,1
4,0,0,0.136,3
3,1,12,0.136,3
3,2,0,0.0364,4
0,0,1,1.43,3
4,350,1173,43,2
2,4,36,1.43,4
0,53,0,6.82,2
3,109,0,0.435,2
4,476,0,43,4
4,4,9,0.136,3
3,984,3257,43,4
3,128,1363,6.82,2
0,30,0,1.43,2
2,150,0,0.435,1
4,0,6,0.136,2
0,5,0,0.0364,2
0,5,18,0.136,3
4,7,59,0.136,1
3,8,29,1.43,4
3,81,121,0.435,3
1,70,406,6.82,4
1,114,0,1.43,3
3,11474,44797,43,2
0,77,0,6.82,4
0,34,324,6.82,4
3,8337,11108,43,2
3,61,0,1.43,3
1,0,2,1.43,4
0,80,0,0.435,1
3,182,144,43,3
2,45,280,6.82,2
3,4,0,0.136,3
0,1276,11790,43,4
0,21627,138410,43,4
2,30,220,6.82,2
3,1809,8873,43,2
4,0,42,0.0364,2
4,2128,18415,43,2
2,0,1,6.82,4
0,13,0,0.435,4
0,543,919,43,2
3,0,23,1.43,3
4,2,0,0.0364,4
1,32,0,6.82,1
2,198,1367,6.82,4
2,83,491,6.82,4
4,253,253,43,2
2,954,0,0.435,1
3,2,10,0.136,2
0,4172,4224,43,2
3,20,22,0.136,4
1,89,0,0.435,4
0,13061,36918,43,2
2,407,4586,6.82,2
0,0,9,0.0364,4
0,942,9039,43,4
3,1249,0,6.82,2
3,61,0,0.136,4
2,140,0,0.435,1
3,8,0,0.0364,4
1,3,0,1.43,4
3,1,25,0.0364,4
3,2,0,0.0364,4
3,291,0,0.0364,1
2,0,0,1.43,3
0,0,6,1.43,4
4,0,1,0.136,2
3,2431,0,0.435,4
3,182,0,0.136,4
0,0,4,1.43,2
3,25,108,6.82,4
4,0,4,0.0364,4
0,0,1,0.0364,4
4,28,0,0.136,3
0,1,0,1.43,3
0,226,213,43,2
3,0,0,0.136,2
2,835,4304,43,2
3,0,0,0.0364,4
3,3,40,0.136,4
0,0,0,0.0364,4
1,1117,0,0.435,4
3,13708,64838,43,2
1,4,29,1.43,1
4,91,0,43,4
3,244,670,43,2
3,24,0,0.435,4
2,91,1085,6.82,4
0,816,0,6.82,4
0,6,14,0.136,4
0,47,284,6.82,4
4,15,0,1.43,4
0,1,0,0.0364,4
2,0,15,1.43,2
4,7,12,0.136,3
0,485,0,0.0364,4
0,19,65,0.136,2
0,1420,2709,0.435,3
0,6,20,0.136,2
0,88611,244918,43,2
0,2,0,0.435,4
4,4,10,0.136,3
0,12,58,1.43,4
3,220,1613,6.82,2
4,0,1,1.43,4
4,14708,0,43,1
3,0,0,0.0364,4
0,0,0,0.0364,4
1,0,3,1.43,4
2,25,0,0.435,1
0,2,0,1.43,2
0,78,0,6.82,2
0,34,66,0.136,2
3,0,3,1.43,3
0,0,1,0.0364,4
2,100,607,6.82,4
0,8,29,1.43,4
2,7,0,0.435,3
1,1,6,1.43,4
2,2,24,1.43,2
3,104,257,0.435,4
4,7,25,0.136,2
4,586,2321,43,2
3,3649,0,0.435,2
3,3,21,0.136,2
0,489,0,0.435,4
4,3401,20350,43,2
1,1509,0,0.435,3
3,1316,0,0.435,1
3,3,11,0.136,2
0,0,7,0.136,4
4,1198,1760,43,2
4,245,251,43,2
2,125,0,1.43,4
0,4055,6166,43,2
1,144,0,0.435,4
4,0,0,0.136,4
4,161,353,0.136,4
3,2103,0,0.435,3
2,6530,0,0.435,2
3,18,0,1.43,2
0,265,1219,6.82,4
0,0,1,0.136,3
0,3081,25646,43,3
0,165,222,43,2
2,26,0,0.435,1
2,749,1632,43,4
0,11,0,6.82,1
3,1,18,6.82,4
0,11,32,1.43,4
3,563,866,43,2
1,27,0,6.82,4
3,6039,0,0.435,4
4,13,0,0.136,3
4,1,8,0.136,3
1,1,0,1.43,1
0,0,2,1.43,4
0,3727,22010,43,2
0,37,326,6.82,4
3,6,38,1.43,4
3,49,0,0.435,1
4,0,1,0.0364,4
0,247,1438,6.82,4
1,90,302,6.82,2
4,1977,0,43,2
0,1867,5279,43,2
3,139163,0,0.0364,2
1,628,0,0.435,4
0,13,0,6.82,2
3,0,0,0.0364,3
3,626580,1460902,43,2
1,0,11,1.43,4
0,71,98,0.136,4
4,27,0,0.136,4
2,2902,0,0.435,1
0,89,0,6.82,4
2,13,0,1.43,3
2,114,651,6.82,4
3,3,0,0.136,4
0,16,41,0.136,3
4,20806,95954,43,2
0,2033,1747,43,2
4,2,0,1.43,4
3,0,4,0.0364,4
2,5,31,0.0364,4
2,1,0,0.0364,4
3,1,0,0.0364,2
1,57,0,0.435,2
4,0,0,0.0364,4
2,271,1474,6.82,1
1,287,1537,6.82,2
2,0,0,1.43,4
4,4871,16434,43,1
3,0,4,0.136,2
1,237,2165,6.82,4
1,5,0,0.435,3
3,151,0,6.82,3
1,345,1859,6.82,3
3,18,19,0.136,4
3,58,405,6.82,3
4,214,459,43,4
0,6111,16088,43,2
1,28,0,6.82,2
3,491,0,0.435,4
1,40,311,6.82,4
0,35,205,6.82,2
3,48,0,0.435,4
1,19,0,6.82,4
3,1125,0,6.82,4
0,1641,0,6.82,2
3,0,1,1.43,2
1,214,0,0.435,2
2,51,172,1.43,4
0,1486,0,0.435,2
1,101,0,0.435,4
3,1415,2697,43,2
4,6,3,0.136,1
3,3,14,0.136,4
4,349,0,43,2
2,116,1714,6.82,1
3,329,2783,43,4
4,2,0,1.43,4
2,2,25,1.43,2
0,1823,7819,43,2
3,1007,0,6.82,2
3,0,1,0.0364,4
4,29479,0,0.0364,2
4,0,8,0.136,4
2,137,0,0.136,2
0,52,0,0.0364,2
1,1,0,1.43,2
0,77,0,0.435,1
3,140,0,0.435,4
3,555,0,0.435,1
4,262,198,43,2
1,12,0,1.43,2
0,6,0,0.435,1
3,7734,4791,43,2
3,0,2,0.0364,4
3,3,0,0.0364,4
3,2,0,0.0364,4
0,4262,8345,43,2
3,254,663,43,2
1,2,7,0.435,4
0,5,0,0.136,4
3,8576,0,0.435,2
3,3,0,0.0364,4
2,9,0,0.435,1
2,35,0,6.82,1
2,0,0,0.0364,4
0,3,0,0.435,2
0,2922,1686,43,2
0,4026,11648,43,2
2,4,0,0.0364,2
0,1376,0,1.43,4
4,35494,0,0.0364,2
2,330,2343,43,2
1,1158,0,0.435,2
2,29,0,6.82,4
0,3,0,0.136,4
0,1869,0,1.43,2
3,1671,1479,43,2
3,18,0,0.136,4
0,3,0,0.435,3
4,3,20,0.0364,2
2,83,0,6.82,2
2,246,0,0.435,4
0,80,599,6.82,4
0,18,0,0.0364,4
0,12748,66797,43,4
3,834,4829,6.82,2
4,5,34,0.136,2
3,59,0,0.435,2
3,65619,0,0.0364,2
3,6,14,0.136,3
0,4,18,0.136,4
0,24,140,6.82,4
3,41,0,0.435,4
3,11,11,0.136,3
0,275,0,0.136,4
0,19,0,6.82,4
3,0,1,0.0364,2
3,2108,0,1.43,1
0,25,0,6.82,2
3,17,0,0.0364,4
3,14,104,0.136,3
3,18522,0,0.0364,4
0,15,0,1.43,1
3,11,85,0.136,4
0,235,1016,6.82,4
3,1,4,0.0364,2
4,0,0,1.43,1
3,2887,0,0.435,4
3,53,335,6.82,2
3,983,0,0.435,2
3,3697,0,0.435,4
2,1444,0,0.0364,4
2,957,0,0.435,1
4,3,21,0.136,4
4,3003,27295,43,4
3,1,0,0.0364,4
1,1,0,0.0364,1
3,1389,11240,43,2
4,20806,95954,43,2
3,16,0,0.435,4
0,55,107,43,2
3,2,5,1.43,2
3,2,0,0.136,4
2,17,57,1.43,4
1,714,5128,43,2
3,0,0,0.0364,4
0,38,152,6.82,2
3,16,0,0.136,4
3,1,15,1.43,2
4,308,800,43,2
1,1502,5981,6.82,2
4,0,1,0.0364,2
3,1,4,0.136,4
3,3,0,0.0364,2
2,8,0,0.136,4
2,1,15,0.136,4
0,9,0,1.43,4
3,58,0,0.435,3
4,294,332,43,3
0,344,2244,43,2
2,32,0,0.435,4
3,30,0,0.136,2
0,34,183,6.82,4
0,6,0,0.435,4
4,11,0,0.136,4
0,471,0,0.0364,2
4,3,0,0.136,4
0,16152,101031,43,2
3,58,399,6.82,4
0,69,1217,6.82,1
1,297,1471,6.82,2
1,8,38,1.43,4
3,8412,30888,43,2
1,97,0,0.435,4
4,315,0,1.43,1
3,0,0,1.43,4
3,1,0,0.0364,2
0,593,496,43,2
2,1,0,1.43,1
2,528,0,6.82,3
3,3,0,0.136,2
3,679,1532,43,2
0,0,0,1.43,1
3,93,879,6.82,4
4,10,42,0.136,2
2,23,89,0.435,4
3,131,0,0.435,2
3,302,0,0.435,2
3,5,21,0.136,2
0,87,470,6.82,3
3,0,3,0.0364,4
3,2,0,0.0364,4
1,1097,5459,6.82,2
3,305,0,0.435,1
4,22665,81739,43,4
0,13,33,0.136,2
1,5995,4902,43,2
3,5,10,0.136,2
2,3,36,1.43,3
1,2213,0,0.435,2
1,6251,0,43,2
3,916,3504,6.82,4
4,1,5,0.136,3
0,0,0,1.43,4
3,1,10,0.136,3
3,392,1933,43,2
4,7,13,0.136,2
4,361,1975,43,2
3,12138,33861,43,2
4,3,9,0.136,3
2,489,1154,43,2
4,10897,13356,43,2
4,1,0,0.0364,2
3,0,1,0.0364,4
0,876,301,43,2
0,386,2289,6.82,4
0,6,12,0.435,2
0,74,0,1.43,4
3,1410,2309,43,2
1,2,0,1.43,3
3,1350,0,43,2
0,126,0,0.435,3
3,419,3763,6.82,2
0,33,0,0.0364,4
4,679,2046,43,2
4,4,18,0.136,4
3,398,3487,43,2
4,0,42,0.0364,2
3,479055,0,43,4
3,353,1037,43,1
3,197,958,6.82,4
0,9,0,0.0364,2
2,1,26,1.43,4
3,0,1,0.0364,4
1,207,1382,6.82,3
3,1576,0,0.435,1
3,78,0,0.435,1
3,0,0,0.0364,4
3,0,0,1.43,2
0,0,1,0.0364,4
0,2,0,0.0364,2
3,4,0,0.0364,2
3,1,0,0.0364,4
1,32,0,0.435,4
0,3877,0,0.435,4
2,1883,0,0.435,1
4,0,0,0.136,2
0,64,0,0.435,4
4,2245,0,43,3
0,36,335,6.82,4
2,7,45,1.43,4
3,177,873,43,2
0,0,2,0.0364,4
3,0,34,0.0364,2
2,24,121,1.43,4
2,0,1,1.43,2
2,10,0,0.435,2
3,14,0,0.136,4
3,0,1,1.43,4
1,15,0,0.435,1
3,7826,0,0.0364,2
1,5074,76779,43,1
3,3,5,1.43,2
4,121,0,0.136,4
3,5,5,0.136,3
0,22,92,43,2
0,398,1132,43,2
3,190,182,43,4
3,5,32,0.136,2
0,9,16,1.43,4
0,0,2,0.136,4
4,8,0,0.136,4
3,0,1,0.0364,2
2,32,160,6.82,4
3,363,246,43,4
0,3106,15403,43,2
0,7,43,1.43,3
3,0,3,0.136,4
0,494,1529,6.82,4
2,6,0,1.43,4
0,2,0,0.0364,4
0,12,0,0.136,2
2,72,0,0.435,2
2,200,0,0.435,1
3,667,0,43,2
3,58,174,0.435,4
3,44530,0,0.435,4
0,29,0,6.82,3
0,63,0,0.0364,2
4,2,0,0.0364,4
4,0,0,1.43,1
0,691,4329,6.82,4
3,31,223,6.82,3
3,1,2,0.0364,4
3,853,3218,43,2
4,0,1,0.0364,4
0,225,0,43,2
1,0,5,1.43,2
0,276,198,43,2
2,54,0,0.0364,2
0,3,15,0.136,3
3,435,1306,6.82,1
3,92,1171,6.82,2
1,78,0,0.435,3
3,9,0,0.136,2
0,0,2,1.43,4
4,0,1,1.43,4
2,2,0,0.0364,2
1,26,93,1.43,4
2,1452,967,43,1
4,26,73,0.136,4
3,56,0,0.435,1
2,50,0,1.43,2
3,519,0,0.435,3
0,7,0,1.43,4
0,0,0,1.43,4
0,208,631,43,1
1,555,1888,6.82,4
4,8,15,0.136,2
3,74,650,43,2
1,38,0,6.82,2
0,166,877,6.82,2
3,9,21,0.136,4
3,59,74,0.136,1
3,304,1563,6.82,2
3,19,172,0.136,4
1,9,59,1.43,2
0,0,1,0.136,2
0,174,0,43,2
3,28,0,0.136,2
1,3,14,1.43,2
0,4707,2219,43,2
2,504,0,0.435,3
4,600,3115,43,2
4,69,0,43,2
0,6,12,0.136,4
0,0,1,0.136,4
0,70,0,0.435,1
3,903,1413,43,1
4,0,0,0.0364,1
3,11,0,0.435,1
0,0,0,1.43,2
4,37,87,0.136,4
4,386,0,0.0364,4
4,3,0,1.43,4
0,1922,9563,43,2
0,1018,625,43,2
4,309,0,43,4
4,4,43,1.43,4
3,8545,54394,43,3
3,11,0,0.0364,2
2,5,0,0.435,3
2,24,159,6.82,4
0,633,497,43,2
3,0,3,0.0364,2
1,25,214,6.82,4
3,552,2082,6.82,2
0,4334,6212,43,4
2,20,121,6.82,4
2,3,41,1.43,2
0,1218,12834,43,2
4,18,0,0.136,4
0,0,7,1.43,4
4,936,2751,43,2
4,422,255,43,4
3,48,191,0.435,4
0,757,6968,43,2
0,0,0,0.0364,4
2,32,0,0.435,4
3,11,0,1.43,2
0,172,0,0.435,3
1,12,30,1.43,3
0,196,0,0.0364,4
2,19,0,0.0364,4
4,5,12,0.136,2
3,9,0,0.435,4
4,17,37,0.136,3
3,0,1,1.43,2
0,2503,5149,43,2
0,0,2,1.43,4
3,9696,4979,43,2
1,27,0,6.82,2
2,21,96,1.43,4
4,2,0,0.0364,2
3,12,63,0.136,2
3,19,0,0.136,4
3,12,28,0.136,1
1,690,0,0.435,4
0,67,0,1.43,4
0,3,0,1.43,2
3,27,0,6.82,4
4,7,17,0.136,4
3,0,0,0.0364,4
3,2,0,1.43,4
3,164,0,43,2
2,18,0,0.435,4
0,326,0,0.435,1
3,0,2,1.43,3
3,0,1,0.0364,2
1,238,0,1.43,4
0,230,1055,43,2
4,15,16,0.136,4
2,9,0,0.435,3
0,1207,11111,0.0364,2
3,219,518,43,4
4,252,273,43,2
3,946,4824,43,2
4,0,1,0.0364,2
1,90,817,1.43,4
3,1069,11555,6.82,4
0,54,0,6.82,2
3,0,0,0.0364,4
3,279,0,43,2
3,5363,9475,43,2
0,988,0,0.435,3
1,2,20,6.82,2
0,2,0,0.435,4
0,3221,13399,43,2
1,2250,13434,43,2
1,9,0,6.82,3
2,1614,8468,43,4
2,1,18,0.435,2
2,8,0,1.43,1
3,74,0,6.82,4
3,0,12,0.0364,4
4,253,0,0.0364,4
1,19,0,1.43,4
3,84,317,43,2
0,4,16,0.136,3
3,6,11,0.136,1
1,108,0,0.0364,4
2,2,0,1.43,3
2,53,0,0.435,4
4,312,1392,43,2
2,13,0,0.435,4
3,25,90,0.136,3
3,6,8,0.136,4
2,127,748,1.43,2
4,8,54,0.136,4
1,15,122,6.82,4
0,65,0,6.82,4
3,57,0,0.435,1
3,2,14,0.136,4
0,7,0,0.0364,4
0,0,2,0.136,4
3,71,738,6.82,2
3,3654,24930,43,4
1,65,0,0.435,4
3,3,11,0.136,3
1,1145,2868,43,2
3,1,0,0.136,3
0,289,0,0.0364,1
0,201,1256,6.82,4
3,44,0,0.0364,4
4,14,0,1.43,3
4,3818,0,43,2
3,4532,14316,6.82,2
0,30,192,6.82,2
3,36,0,0.136,1
3,481,0,0.435,4
3,334,0,0.0364,2
1,161,0,1.43,2
3,490,1440,43,2
1,3436,0,0.435,4
0,71,737,6.82,1
1,19,107,1.43,4
0,30,0,1.43,2
0,568,3851,6.82,4
3,4,14,0.136,2
1,6,47,1.43,3
4,5697,6071,43,2
3,25,117,0.136,4
3,0,0,1.43,1
4,6,0,0.0364,2
0,9,0,1.43,1
1,133,0,0.0364,4
4,4,0,0.0364,4
2,36,108,0.435,4
3,73,0,0.435,1
0,349,0,0.0364,3
2,3,0,1.43,4
4,19,0,0.136,2
1,1,0,0.0364,4
4,0,0,0.136,4
1,164,2172,6.82,4
0,0,3,6.82,4
0,351,755,43,1
4,77,365,43,2
3,9,21,0.136,4
0,10,45,0.136,4
2,3353,0,0.435,1
4,3,38,0.136,4
2,21,0,0.435,2
3,0,1,0.136,4
4,24341,44230,43,2
0,274,476,43,4
0,32,0,0.435,3
0,395,2332,6.82,2
4,3003,27295,43,4
3,319,0,0.435,1
3,3846,4746,43,2
0,885,0,0.435,4
1,19,146,6.82,4
4,330,0,0.0364,1
1,69,345,6.82,4
0,161,0,0.435,1
3,23,0,6.82,3
1,366,0,1.43,2
1,59,0,0.435,4
0,643,1641,43,2
2,4,31,1.43,2
2,6,0,0.435,3
3,135,1216,6.82,4
0,24,148,6.82,4
3,18,50,1.43,1
3,25,211,6.82,4
3,367,0,1.43,4
3,0,6,6.82,4
3,2,0,1.43,4
0,0,1,0.136,3
3,328,0,0.136,4
3,13,0,0.136,3
4,20,70,0.136,2
2,0,0,1.43,1
1,7,0,1.43,1
4,2,0,0.0364,4
0,184,1556,6.82,4
3,13,0,0.435,3
3,17881,0,0.435,1
1,17,124,6.82,2
3,948,2463,43,4
2,1,0,0.0364,4
0,0,2,1.43,3
1,4976,43625,43,1
2,1148,4040,6.82,4
3,1486,5816,6.82,2
1,0,1,1.43,3
3,23,0,0.0364,3
0,321,0,0.0364,4
1,0,2,0.0364,4
0,13,71,0.136,4
0,29893,27173,43,2
1,14,0,1.43,4
4,446,615,43,2
2,693,1728,6.82,2
3,0,1,0.0364,4
2,0,0,1.43,4
1,347,1885,43,2
3,979,0,0.136,1
3,0,0,0.136,2
3,39,0,0.435,1
3,44,0,6.82,2
4,1,8,0.136,4
0,2453,6071,6.82,4
1,107,372,43,4
4,1656,10443,43,3
2,182,0,0.435,4
0,13,211,1.43,2
0,7,0,1.43,3
2,263,1154,43,2
4,405,1476,43,2
3,6,0,1.43,1
3,68,452,6.82,4
2,86,0,0.435,4
3,2214,2324,43,2
0,388,938,0.435,1
0,18497,7110,43,2
3,13,99,6.82,4
0,13903,19695,43,2
1,4,29,1.43,1
0,11,0,1.43,3
3,0,109,6.82,4
1,22,0,1.43,2
4,3,0,0.0364,2
3,25,189,6.82,2
1,231,3039,43,1
3,14,0,0.0364,4
3,254,0,0.435,2
3,0,2,0.0364,4
1,1641,0,0.435,1
3,977,2046,43,2
3,2,4,0.136,3
4,28306,145964,43,2
2,113,157,43,2
4,0,0,0.0364,4
3,45,363,6.82,2
3,23,0,0.136,3
0,4363,4283,43,2
2,72,0,1.43,4
0,1,18,0.136,4
0,13207,26572,43,2
4,1,2,0.136,1
4,4,13,0.136,4
0,996,0,43,3
3,3,29,6.82,4
2,0,3,0.0364,4
1,0,2,1.43,2
0,1106,5656,43,3
4,38,0,0.0364,2
3,52,0,0.136,4
0,177,0,0.435,1
3,116,0,0.435,4
3,851,0,0.435,1
4,783,0,43,1
4,320,1321,43,2
0,37,0,1.43,2
0,56,105,0.136,1
4,12,42,0.136,4
3,6,15,0.136,2
1,104,0,6.82,2
3,83,0,0.435,4
2,13,34,1.43,4
3,10,27,0.136,2
1,3,0,0.435,4
3,0,2,0.136,2
3,0,1,0.0364,4
3,3344,0,0.0364,4
4,18682,45612,43,2
1,30,98,0.435,1
0,162,776,6.82,4
0,0,0,0.0364,4
2,8,0,6.82,2
0,9,24,0.136,4
3,32,112,0.435,2
3,13,0,1.43,3
1,4,0,1.43,2
3,100,0,6.82,4
4,4,53,0.0364,2
0,5,15,0.136,3
3,484,1044,43,2
2,32,323,6.82,4
3,83,0,0.435,4
4,11,51,0.136,2
0,152,0,0.435,1
3,1879,3803,43,2
1,345,0,0.435,4
3,77,0,0.136,2
3,1,5,0.136,1
2,36,178,1.43,4
0,26,39,0.136,2
2,1867,4382,0.435,3
3,4,0,0.136,2
4,3,12,0.0364,4
4,4,5,0.136,4
0,9,0,1.43,4
2,57,0,6.82,2
3,1,0,0.0364,4
0,26,0,6.82,3
3,42,0,6.82,3
0,729,838,43,3
3,286,0,43,2
4,1,0,0.0364,4
3,1,20,0.0364,3
2,0,0,0.136,4
1,93,0,0.435,1
0,70,1011,6.82,4
3,434,0,43,3
3,22,61,0.136,2
4,994,7900,43,4
4,77,365,43,2
2,12,0,0.435,1
2,1948,0,0.435,2
0,158,696,6.82,2
3,1257,0,0.435,1
3,2,11,0.136,2
3,484,4498,43,2
3,0,1,0.0364,2
0,3,33,6.82,3
0,19,96,1.43,4
0,0,2,0.136,2
2,0,0,1.43,2
1,29,84,0.435,4
0,102,0,0.435,3
3,5,7,0.136,4
3,806,2327,43,4
1,501,2742,6.82,2
3,63,0,0.435,2
3,25,117,0.136,4
3,68,381,6.82,3
2,0,0,0.0364,4
4,2056,1903,43,1
0,0,1,0.0364,4
3,7,9,0.136,2
0,9,0,0.435,4
2,251,0,1.43,1
2,600,0,1.43,4
2,8,0,0.435,2
0,4,47,1.43,4
3,5,28,0.136,4
3,2,14,6.82,1
1,799,0,0.435,1
0,6,13,0.136,4
0,68516,134822,43,4
0,3137,22157,43,2
3,144,1091,6.82,3
2,4,0,0.0364,3
2,0,1,1.43,4
3,541,426,43,2
3,936,5457,43,2
0,12,0,0.435,2
3,909,0,0.435,3
0,49,0,0.435,1
0,0,1,0.0364,4
3,1,0,1.43,2
0,260,0,6.82,2
3,43,300,6.82,1
0,1,0,0.0364,1
2,9,0,1.43,2
0,153,3821,43,2
1,52,0,1.43,3
2,104,0,0.435,1
0,651,1955,6.82,3
3,123,0,0.435,4
3,0,1,1.43,1
1,8,0,0.435,1
3,0,2,1.43,2
4,70394,195635,43,4
1,39,304,6.82,4
3,360,909,43,4
3,299,0,0.0364,4
3,52,33,1.43,1
3,9,0,0.435,2
3,190,182,43,4
2,1263,0,0.435,2
1,115,0,0.435,2
3,3,19,0.136,4
2,351,508,0.435,1
0,0,1,0.0364,4
4,0,1,1.43,2
3,286,0,43,2
