date,retweet_count,favorite_count,followers_count,predict_class_label
2017-03-07 11:50:15,15622,79279,10,2
2017-03-02 10:27:06,2327,23613,10,4
2017-03-01 13:50:17,1393,12872,10,2
2017-02-27 07:18:33,5946,58375,10,3
2017-02-22 10:26:14,1964,18089,10,2
2017-02-21 11:39:31,584,3423,10,4
2017-02-20 17:53:02,634,3143,10,2
2017-02-20 15:12:01,1578,16228,10,2
2017-02-20 12:49:15,1735,12469,10,4
2017-02-19 14:05:42,3307,33637,10,4
2017-02-18 16:12:57,2501,21117,10,2
2017-02-18 08:13:42,3435,35343,10,4
2017-02-18 04:53:24,4494,29916,10,2
2017-02-17 13:56:45,4872,34384,10,4
2017-02-16 02:42:55,3101,34785,10,2
2017-02-14 17:07:27,2345,17241,10,4
2017-02-14 09:11:03,1961,20124,10,4
2017-02-13 16:33:14,3018,34755,10,4
2017-02-07 12:59:55,1801,16449,10,4
2017-02-07 06:22:24,2750,33546,10,2
2017-02-06 15:53:43,2153,20309,10,2
2017-02-03 07:34:21,2608,23543,10,4
2017-02-02 11:36:35,2660,24264,10,4
2017-02-01 18:20:30,9221,62503,10,2
2017-01-30 09:03:54,3788,37202,10,2
2017-01-27 05:39:25,3027,23732,10,4
2017-01-26 07:16:55,1399,9924,10,2
2017-01-26 06:15:39,3586,27640,10,2
2017-01-26 05:25:39,3296,24080,10,3
2017-01-21 06:17:03,3285,27546,10,2
2017-01-20 07:43:34,1886,15317,10,4
2017-01-16 09:07:22,2071,17146,10,2
2017-01-16 07:23:42,1493,11653,10,2
2017-01-14 14:24:48,1269,11614,10,4
2017-01-14 06:34:50,1670,14480,10,4
2017-01-12 08:37:46,3124,26865,10,2
2017-01-11 05:54:58,4388,30459,10,2
2017-01-11 04:48:09,1801,19380,10,1
2017-01-09 13:15:44,1680,16023,10,3
2017-01-07 14:38:03,1801,0,10,3
2017-01-06 05:19:22,4449,19553,10,4
2017-01-06 04:46:59,9933,43078,10,3
2017-01-06 04:01:43,19938,67205,10,2
2017-01-04 15:34:50,2534,19463,10,2
2017-01-04 14:21:15,3592,32995,10,2
2017-01-02 17:13:46,4122,30250,10,2
2017-01-01 11:13:00,5556,39040,10,2
2016-12-31 07:33:57,1911,0,10,2
2016-12-30 05:11:25,4927,26709,10,4
2016-12-30 05:09:48,5497,27599,10,4
2016-12-25 13:30:38,2353,13950,10,4
2016-12-25 12:53:07,3592,33398,10,2
2016-12-24 07:57:34,2743,18892,10,2
2016-12-24 06:03:41,1412,9541,10,4
2016-12-21 04:25:30,2521,28540,10,2
2016-12-20 13:01:27,12424,59397,10,4
2016-12-13 07:41:51,6443,45640,10,2
2016-12-05 12:15:16,3490,33109,10,4
2016-12-05 11:58:48,1411,12739,10,2
2016-12-01 07:13:00,3213,38607,10,2
2016-12-01 03:38:27,3009,31905,10,3
2016-11-30 09:19:13,3445,33384,10,2
2016-11-23 05:46:24,4113,17959,10,2
2016-11-22 15:29:15,3197,33618,10,2
2016-11-16 06:37:17,3307,29903,10,4
2016-11-15 07:19:54,8196,44730,10,2
2016-11-14 08:50:30,3262,30172,10,2
2016-11-11 15:34:04,1883,18353,10,2
2016-11-08 07:52:14,2780,24641,10,3
2016-11-07 16:24:02,2538,14477,10,4
2016-11-07 16:05:15,2233,9280,10,4
2016-11-07 16:04:30,3473,18284,10,4
2016-11-07 13:14:01,1916,17837,10,4
2016-11-05 15:48:11,2633,15030,10,4
2016-11-05 15:46:57,3419,22310,10,4
2016-11-05 15:38:55,549,4108,10,4
2016-11-05 15:38:36,473,3536,10,4
2016-11-05 14:54:45,1561,11166,10,4
2016-11-05 14:52:26,361,2747,10,4
2016-11-05 14:51:46,334,2497,10,4
2016-11-05 14:35:25,370,2730,10,4
2016-11-05 14:35:14,348,2680,10,4
2016-11-05 14:28:58,624,5455,10,4
2016-11-05 14:16:54,693,5593,10,4
2016-11-05 14:09:51,573,3538,10,4
2016-11-05 14:06:48,504,3172,10,4
2016-11-05 14:06:01,704,5818,10,4
2016-11-05 14:00:52,809,6822,10,4
2016-11-05 13:57:02,348,2252,10,4
2016-11-05 13:56:40,323,2146,10,4
2016-11-05 13:56:15,346,2209,10,4
2016-11-05 13:55:32,347,2192,10,4
2016-11-05 13:55:19,339,2105,10,4
2016-11-05 13:40:42,632,5031,10,4
2016-11-05 13:39:24,356,2221,10,4
2016-11-05 13:39:07,394,2324,10,4
2016-11-05 13:38:32,659,3207,10,4
2016-11-05 13:36:19,1464,9468,10,4
2016-11-05 13:34:21,2317,15414,10,4
2016-11-05 13:33:32,425,2552,10,4
2016-11-05 13:31:51,353,2063,10,4
2016-11-04 08:04:37,1643,10617,10,2
